"","X.1","X","sex","vowel","stress","word","dur","pre_seg","fol_seg","speaker","community","class","point","word_count","pre_place","fol_place","F1","F2"
"7993",10551,10551,"Female","AY",1,"find",0.12,"F","N",131,"Anglo","UWC",2,1,"labial","coronal",457.297,1260.19
"7994",10552,10552,"Female","AY",1,"find",0.12,"F","N",131,"Anglo","UWC",4,1,"labial","coronal",425.502,1244.488
"7995",10553,10553,"Female","UW",1,"musical",0.05,"Y","Z",131,"Anglo","UWC",2,1,"coronal","coronal",370.026,1051.88
"7996",10554,10554,"Female","UW",1,"musical",0.05,"Y","Z",131,"Anglo","UWC",4,1,"coronal","coronal",361.251,1050.235
"7997",10555,10555,"Female","AY",1,"try",0.06,"R","T",131,"Anglo","UWC",2,5,"coronal","coronal",484.824,1292.042
"7998",10556,10556,"Female","AY",1,"try",0.06,"R","T",131,"Anglo","UWC",4,5,"coronal","coronal",476.53,1281.874
"7999",10559,10559,"Female","EY",1,"take",0.07,"T","K",131,"Anglo","UWC",2,1,"coronal","dorsal",474.907,1398.067
"8000",10560,10560,"Female","EY",1,"take",0.07,"T","K",131,"Anglo","UWC",4,1,"coronal","dorsal",444.495,1479.865
"8001",10561,10561,"Female","IY",1,"p",0.06,"P","Y",131,"Anglo","UWC",2,1,"labial","coronal",354.279,1526.073
"8002",10562,10562,"Female","IY",1,"p",0.06,"P","Y",131,"Anglo","UWC",4,1,"labial","coronal",381.025,1594.115
"8003",10563,10563,"Female","UW",1,"huge",0.06,"Y","JH",131,"Anglo","UWC",2,1,"coronal","coronal",366.42,1067.582
"8004",10564,10564,"Female","UW",1,"huge",0.06,"Y","JH",131,"Anglo","UWC",4,1,"coronal","coronal",354.7,1203.365
"8005",10565,10565,"Female","UW",1,"music",0.09,"Y","Z",131,"Anglo","UWC",2,1,"coronal","coronal",360.47,1119.622
"8006",10566,10566,"Female","UW",1,"music",0.09,"Y","Z",131,"Anglo","UWC",4,1,"coronal","coronal",359.388,1105.715
"8007",10567,10567,"Female","IY",1,"be",0.12,"B","S",131,"Anglo","UWC",2,15,"labial","coronal",374.053,1565.702
"8008",10568,10568,"Female","IY",1,"be",0.12,"B","S",131,"Anglo","UWC",4,15,"labial","coronal",364.617,1589.628
"8009",10569,10569,"Female","AY",1,"prize",0.2,"R","Z",131,"Anglo","UWC",2,1,"coronal","coronal",491.555,1253.461
"8010",10570,10570,"Female","AY",1,"prize",0.2,"R","Z",131,"Anglo","UWC",4,1,"coronal","coronal",540.9,1255.554
"8011",10573,10573,"Female","AY",2,"sometimes",0.07,"T","M",131,"Anglo","UWC",2,5,"coronal","labial",389.32,1234.469
"8012",10574,10574,"Female","AY",2,"sometimes",0.07,"T","M",131,"Anglo","UWC",4,5,"coronal","labial",457.657,1235.217
"8013",10577,10577,"Female","AY",2,"sometimes",0.07,"T","M",131,"Anglo","UWC",2,5,"coronal","labial",312.267,1257.498
"8014",10578,10578,"Female","AY",2,"sometimes",0.07,"T","M",131,"Anglo","UWC",4,5,"coronal","labial",446.238,1224.749
"8015",10579,10579,"Female","AY",1,"side",0.23,"S","D",131,"Anglo","UWC",2,6,"coronal","coronal",472.443,1129.192
"8016",10580,10580,"Female","AY",1,"side",0.23,"S","D",131,"Anglo","UWC",4,6,"coronal","coronal",551.298,1299.37
"8017",10583,10583,"Female","EY",1,"made",0.08,"M","D",131,"Anglo","UWC",2,1,"labial","coronal",502.314,1467.005
"8018",10584,10584,"Female","EY",1,"made",0.08,"M","D",131,"Anglo","UWC",4,1,"labial","coronal",429.409,1588.133
"8019",10587,10587,"Female","AY",1,"side",0.23,"S","D",131,"Anglo","UWC",2,6,"coronal","coronal",465.951,1157.605
"8020",10588,10588,"Female","AY",1,"side",0.23,"S","D",131,"Anglo","UWC",4,6,"coronal","coronal",537.414,1250.171
"8021",10589,10589,"Female","UW",1,"two",0.09,"T","S",131,"Anglo","UWC",2,17,"coronal","coronal",360.771,1503.642
"8022",10590,10590,"Female","UW",1,"two",0.09,"T","S",131,"Anglo","UWC",4,17,"coronal","coronal",360.951,1516.054
"8023",10591,10591,"Female","AY",1,"sides",0.29,"S","D",131,"Anglo","UWC",2,1,"coronal","coronal",372.13,1133.529
"8024",10592,10592,"Female","AY",1,"sides",0.29,"S","D",131,"Anglo","UWC",4,1,"coronal","coronal",557.068,1269.163
"8025",10593,10593,"Female","IY",1,"be",0.05,"B","DH",131,"Anglo","UWC",2,15,"labial","coronal",371.108,1539.383
"8026",10594,10594,"Female","IY",1,"be",0.05,"B","DH",131,"Anglo","UWC",4,15,"labial","coronal",368.464,1584.843
"8027",10595,10595,"Female","EY",1,"game",0.23,"G","M",131,"Anglo","UWC",2,3,"dorsal","labial",486.867,1344.98
"8028",10596,10596,"Female","EY",1,"game",0.23,"G","M",131,"Anglo","UWC",4,3,"dorsal","labial",454.532,1398.216
"8029",10599,10599,"Female","UW",1,"two",0.07,"T","TH",131,"Anglo","UWC",2,17,"coronal","coronal",399.537,1412.423
"8030",10600,10600,"Female","UW",1,"two",0.07,"T","TH",131,"Anglo","UWC",4,17,"coronal","coronal",358.847,1478.968
"8031",10603,10603,"Female","UW",1,"two",0.06,"T","TH",131,"Anglo","UWC",2,17,"coronal","coronal",380.905,1486.146
"8032",10604,10604,"Female","UW",1,"two",0.06,"T","TH",131,"Anglo","UWC",4,17,"coronal","coronal",353.378,1478.37
"8033",10605,10605,"Female","AY",1,"time",0.05,"T","M",131,"Anglo","UWC",2,5,"coronal","labial",590.966,1315.819
"8034",10606,10606,"Female","AY",1,"time",0.05,"T","M",131,"Anglo","UWC",4,5,"coronal","labial",328.375,1145.791
"8035",10611,10611,"Female","AY",1,"side",0.22,"S","D",131,"Anglo","UWC",2,6,"coronal","coronal",334.265,1127.099
"8036",10612,10612,"Female","AY",1,"side",0.22,"S","D",131,"Anglo","UWC",4,6,"coronal","coronal",372.731,1120.818
"8037",10613,10613,"Female","EY",1,"a",0.06,"T","R",131,"Anglo","UWC",2,15,"coronal","coronal",354.46,1404.048
"8038",10614,10614,"Female","EY",1,"a",0.06,"T","R",131,"Anglo","UWC",4,15,"coronal","coronal",347.608,1656.473
"8039",10615,10615,"Female","AY",1,"rhyme",0.22,"R","M",131,"Anglo","UWC",2,2,"coronal","labial",407.892,1180.485
"8040",10616,10616,"Female","AY",1,"rhyme",0.22,"R","M",131,"Anglo","UWC",4,2,"coronal","labial",328.976,1189.158
"8041",10617,10617,"Female","AY",1,"time",0.11,"T","M",131,"Anglo","UWC",2,5,"coronal","labial",429.589,1249.124
"8042",10618,10618,"Female","AY",1,"time",0.11,"T","M",131,"Anglo","UWC",4,5,"coronal","labial",413.661,1191.7
"8043",10621,10621,"Female","AY",2,"sometimes",0.1,"T","M",131,"Anglo","UWC",2,5,"coronal","labial",391.844,1237.161
"8044",10622,10622,"Female","AY",2,"sometimes",0.1,"T","M",131,"Anglo","UWC",4,5,"coronal","labial",464.689,1237.011
"8045",10623,10623,"Female","IY",1,"feet",0.13,"F","T",131,"Anglo","UWC",2,4,"labial","coronal",410.957,1495.717
"8046",10624,10624,"Female","IY",1,"feet",0.13,"F","T",131,"Anglo","UWC",4,4,"labial","coronal",377.84,1707.466
"8047",10627,10627,"Female","AY",1,"rhyme",0.34,"R","M",131,"Anglo","UWC",2,2,"coronal","labial",530.863,1233.871
"8048",10628,10628,"Female","AY",1,"rhyme",0.34,"R","M",131,"Anglo","UWC",4,2,"coronal","labial",439.686,1230.581
"8049",10633,10633,"Female","IY",1,"meeny",0.12,"M","N",131,"Anglo","UWC",2,2,"labial","coronal",394.128,1505.437
"8050",10634,10634,"Female","IY",1,"meeny",0.12,"M","N",131,"Anglo","UWC",4,2,"labial","coronal",394.428,1529.214
"8051",10635,10635,"Female","AY",1,"eyed",0.13,"R","D",131,"Anglo","UWC",2,1,"coronal","coronal",533.027,1308.193
"8052",10636,10636,"Female","AY",1,"eyed",0.13,"R","D",131,"Anglo","UWC",4,1,"coronal","coronal",535.551,1364.719
"8053",10637,10637,"Female","UW",1,"bamboo",0.13,"B","F",131,"Anglo","UWC",2,1,"labial","labial",360.41,1362.626
"8054",10638,10638,"Female","UW",1,"bamboo",0.13,"B","F",131,"Anglo","UWC",4,1,"labial","labial",359.989,1101.976
"8055",10639,10639,"Female","IY",1,"feet",0.09,"F","T",131,"Anglo","UWC",2,4,"labial","coronal",441.369,1491.978
"8056",10640,10640,"Female","IY",1,"feet",0.09,"F","T",131,"Anglo","UWC",4,4,"labial","coronal",388.719,1562.86
"8057",10643,10643,"Female","EY",1,"say",0.07,"S","F",131,"Anglo","UWC",2,21,"coronal","labial",483.742,1423.189
"8058",10644,10644,"Female","EY",1,"say",0.07,"S","F",131,"Anglo","UWC",4,21,"coronal","labial",432.294,1458.332
"8059",10645,10645,"Female","UW",1,"two",0.05,"T","TH",131,"Anglo","UWC",2,17,"coronal","coronal",362.333,1528.765
"8060",10646,10646,"Female","UW",1,"two",0.05,"T","TH",131,"Anglo","UWC",4,17,"coronal","coronal",359.268,1530.41
"8061",10651,10651,"Female","IY",1,"meeny",0.08,"M","N",131,"Anglo","UWC",2,2,"labial","coronal",370.327,1448.611
"8062",10652,10652,"Female","IY",1,"meeny",0.08,"M","N",131,"Anglo","UWC",4,2,"labial","coronal",359.989,1439.489
"8063",10653,10653,"Female","IY",1,"even",0.08,"N","V",131,"Anglo","UWC",2,3,"coronal","labial",373.873,1409.731
"8064",10654,10654,"Female","IY",1,"even",0.08,"N","V",131,"Anglo","UWC",4,3,"coronal","labial",385.954,1577.964
"8065",10655,10655,"Female","UW",1,"usually",0.14,"Y","ZH",131,"Anglo","UWC",2,5,"coronal","coronal",308.12,1108.107
"8066",10656,10656,"Female","UW",1,"usually",0.14,"Y","ZH",131,"Anglo","UWC",4,5,"coronal","coronal",324.708,1121.566
"8067",10657,10657,"Female","UW",1,"usually",0.1,"Y","ZH",131,"Anglo","UWC",2,5,"coronal","coronal",316.354,1119.173
"8068",10658,10658,"Female","UW",1,"usually",0.1,"Y","ZH",131,"Anglo","UWC",4,5,"coronal","coronal",314.791,1125.753
"8069",10663,10663,"Female","AY",1,"side",0.31,"S","D",131,"Anglo","UWC",2,6,"coronal","coronal",484.704,1247.479
"8070",10664,10664,"Female","AY",1,"side",0.31,"S","D",131,"Anglo","UWC",4,6,"coronal","coronal",535.852,1309.239
"8071",10665,10665,"Female","UW",1,"usually",0.06,"Y","ZH",131,"Anglo","UWC",2,5,"coronal","coronal",359.629,1093.602
"8072",10666,10666,"Female","UW",1,"usually",0.06,"Y","ZH",131,"Anglo","UWC",4,5,"coronal","coronal",408.192,1098.387
"8073",10667,10667,"Female","AY",1,"side",0.24,"S","D",131,"Anglo","UWC",2,6,"coronal","coronal",455.073,1152.371
"8074",10668,10668,"Female","AY",1,"side",0.24,"S","D",131,"Anglo","UWC",4,6,"coronal","coronal",520.525,1245.685
"8075",10669,10669,"Female","IY",1,"people",0.08,"P","P",131,"Anglo","UWC",2,6,"labial","labial",388.839,1469.547
"8076",10670,10670,"Female","IY",1,"people",0.08,"P","P",131,"Anglo","UWC",4,6,"labial","labial",347.788,1495.567
"8077",10671,10671,"Female","IY",1,"be",0.06,"B","K",131,"Anglo","UWC",2,15,"labial","dorsal",356.323,1465.21
"8078",10672,10672,"Female","IY",1,"be",0.06,"B","K",131,"Anglo","UWC",4,15,"labial","dorsal",357.465,1517.251
"8079",10673,10673,"Female","IY",1,"really",0.12,"R","L",131,"Anglo","UWC",2,17,"coronal","coronal",473.825,1448.163
"8080",10674,10674,"Female","IY",1,"really",0.12,"R","L",131,"Anglo","UWC",4,17,"coronal","coronal",499.369,1425.283
"8081",10677,10677,"Female","IY",1,"people",0.09,"P","P",131,"Anglo","UWC",2,6,"labial","labial",416.246,1510.82
"8082",10678,10678,"Female","IY",1,"people",0.09,"P","P",131,"Anglo","UWC",4,6,"labial","labial",378.982,1259.592
"8083",10679,10679,"Female","EY",1,"a",0.05,"T","B",131,"Anglo","UWC",2,15,"coronal","labial",437.523,1500.352
"8084",10680,10680,"Female","EY",1,"a",0.05,"T","B",131,"Anglo","UWC",4,15,"coronal","labial",410.176,1415.114
"8085",10681,10681,"Female","AY",1,"hiding",0.18,"HH","D",131,"Anglo","UWC",2,3,"glottal","coronal",484.403,1206.355
"8086",10682,10682,"Female","AY",1,"hiding",0.18,"HH","D",131,"Anglo","UWC",4,3,"glottal","coronal",534.77,1302.959
"8087",10689,10689,"Female","IY",1,"really",0.05,"R","L",131,"Anglo","UWC",2,17,"coronal","coronal",375.376,1433.209
"8088",10690,10690,"Female","IY",1,"really",0.05,"R","L",131,"Anglo","UWC",4,17,"coronal","coronal",383.85,1485.698
"8089",10691,10691,"Female","EY",1,"place",0.1,"L","S",131,"Anglo","UWC",2,3,"coronal","coronal",539.818,1346.326
"8090",10692,10692,"Female","EY",1,"place",0.1,"L","S",131,"Anglo","UWC",4,3,"coronal","coronal",452.969,1419.002
"8091",10693,10693,"Female","EY",1,"say",0.1,"S","K",131,"Anglo","UWC",2,21,"coronal","dorsal",486.206,1392.085
"8092",10694,10694,"Female","EY",1,"say",0.1,"S","K",131,"Anglo","UWC",4,21,"coronal","dorsal",461.504,1461.771
"8093",10695,10695,"Female","AY",1,"hide",0.27,"HH","D",131,"Anglo","UWC",2,4,"glottal","coronal",423.639,1185.42
"8094",10696,10696,"Female","AY",1,"hide",0.27,"HH","D",131,"Anglo","UWC",4,4,"glottal","coronal",490.654,1281.874
"8095",10697,10697,"Female","EY",1,"a",0.05,"Z","S",131,"Anglo","UWC",2,15,"coronal","coronal",385.052,1361.728
"8096",10698,10698,"Female","EY",1,"a",0.05,"Z","S",131,"Anglo","UWC",4,15,"coronal","coronal",380.905,1361.429
"8097",10699,10699,"Female","UW",1,"usually",0.12,"Y","ZH",131,"Anglo","UWC",2,5,"coronal","coronal",315.753,1090.761
"8098",10700,10700,"Female","UW",1,"usually",0.12,"Y","ZH",131,"Anglo","UWC",4,5,"coronal","coronal",312.688,1089.116
"8099",10701,10701,"Female","AY",1,"hiding",0.11,"HH","D",131,"Anglo","UWC",2,3,"glottal","coronal",434.878,1231.478
"8100",10702,10702,"Female","AY",1,"hiding",0.11,"HH","D",131,"Anglo","UWC",4,3,"glottal","coronal",495.222,1325.838
"8101",10703,10703,"Female","EY",1,"place",0.07,"L","S",131,"Anglo","UWC",2,3,"coronal","coronal",512.411,1327.035
"8102",10704,10704,"Female","EY",1,"place",0.07,"L","S",131,"Anglo","UWC",4,3,"coronal","coronal",442.511,1392.833
"8103",10705,10705,"Female","UW",1,"used",0.26,"Y","Z",131,"Anglo","UWC",2,3,"coronal","coronal",370.988,1536.691
"8104",10706,10706,"Female","UW",1,"used",0.26,"Y","Z",131,"Anglo","UWC",4,3,"coronal","coronal",361.311,1580.506
"8105",10711,10711,"Female","EY",1,"wait",0.13,"W","T",131,"Anglo","UWC",2,1,"dorsal","coronal",532.065,1329.876
"8106",10712,10712,"Female","EY",1,"wait",0.13,"W","T",131,"Anglo","UWC",4,1,"dorsal","coronal",505.139,1446.069
"8107",10713,10713,"Female","IY",1,"people",0.12,"P","P",131,"Anglo","UWC",2,6,"labial","labial",369.365,1108.257
"8108",10714,10714,"Female","IY",1,"people",0.12,"P","P",131,"Anglo","UWC",4,6,"labial","labial",348.87,1161.194
"8109",10717,10717,"Female","EY",1,"came",0.08,"K","M",131,"Anglo","UWC",2,2,"dorsal","labial",508.024,1424.834
"8110",10718,10718,"Female","EY",1,"came",0.08,"K","M",131,"Anglo","UWC",4,2,"dorsal","labial",454.291,1437.396
"8111",10719,10719,"Female","EY",1,"game",0.05,"G","M",131,"Anglo","UWC",2,3,"dorsal","labial",450.204,1443.826
"8112",10720,10720,"Female","EY",1,"game",0.05,"G","M",131,"Anglo","UWC",4,3,"dorsal","labial",462.586,1324.642
"8113",10721,10721,"Female","UW",1,"school",0.19,"K","L",131,"Anglo","UWC",2,5,"dorsal","coronal",374.715,1317.315
"8114",10722,10722,"Female","UW",1,"school",0.19,"K","L",131,"Anglo","UWC",4,5,"dorsal","coronal",405.007,1234.021
"8115",10723,10723,"Female","AY",1,"hide",0.12,"HH","D",131,"Anglo","UWC",2,4,"glottal","coronal",459.16,1240.301
"8116",10724,10724,"Female","AY",1,"hide",0.12,"HH","D",131,"Anglo","UWC",4,4,"glottal","coronal",500.391,1167.176
"8117",10725,10725,"Female","IY",1,"seek",0.11,"S","K",131,"Anglo","UWC",2,1,"coronal","dorsal",414.443,1497.661
"8118",10726,10726,"Female","IY",1,"seek",0.11,"S","K",131,"Anglo","UWC",4,1,"coronal","dorsal",368.764,1460.425
"8119",10727,10727,"Female","EY",1,"chasings",0.15,"CH","S",131,"Anglo","UWC",2,1,"coronal","coronal",390.582,1119.173
"8120",10728,10728,"Female","EY",1,"chasings",0.15,"CH","S",131,"Anglo","UWC",4,1,"coronal","coronal",326.391,1152.371
"8121",10729,10729,"Female","IY",1,"be",0.08,"B","S",131,"Anglo","UWC",2,15,"labial","coronal",373.272,1512.764
"8122",10730,10730,"Female","IY",1,"be",0.08,"B","S",131,"Anglo","UWC",4,15,"labial","coronal",369.365,1569.141
"8123",10731,10731,"Female","AY",1,"hiding",0.08,"HH","D",131,"Anglo","UWC",2,3,"glottal","coronal",449.543,1176.746
"8124",10732,10732,"Female","AY",1,"hiding",0.08,"HH","D",131,"Anglo","UWC",4,3,"glottal","coronal",519.263,1317.464
"8125",10733,10733,"Female","EY",1,"place",0.1,"L","S",131,"Anglo","UWC",2,3,"coronal","coronal",511.39,1403.301
"8126",10734,10734,"Female","EY",1,"place",0.1,"L","S",131,"Anglo","UWC",4,3,"coronal","coronal",437.402,1494.371
"8127",10735,10735,"Female","AY",1,"time",0.13,"T","M",131,"Anglo","UWC",2,5,"coronal","labial",395.029,1258.844
"8128",10736,10736,"Female","AY",1,"time",0.13,"T","M",131,"Anglo","UWC",4,5,"coronal","labial",455.313,1259.592
"8129",10739,10739,"Female","AY",2,"anytime",0.08,"T","M",131,"Anglo","UWC",2,1,"coronal","labial",507.663,1276.64
"8130",10740,10740,"Female","AY",2,"anytime",0.08,"T","M",131,"Anglo","UWC",4,1,"coronal","labial",335.948,1122.613
"8131",10741,10741,"Female","AY",1,"liked",0.15,"L","K",131,"Anglo","UWC",2,1,"coronal","dorsal",471.361,1175.849
"8132",10742,10742,"Female","AY",1,"liked",0.15,"L","K",131,"Anglo","UWC",4,1,"coronal","dorsal",531.524,1171.213
"8133",10745,10745,"Female","UW",1,"usually",0.07,"Y","ZH",131,"Anglo","UWC",2,5,"coronal","coronal",306.617,1068.778
"8134",10746,10746,"Female","UW",1,"usually",0.07,"Y","ZH",131,"Anglo","UWC",4,5,"coronal","coronal",310.945,1056.067
"8135",10747,10747,"Female","EY",1,"same",0.12,"S","M",131,"Anglo","UWC",2,7,"coronal","labial",475.628,1338.25
"8136",10748,10748,"Female","EY",1,"same",0.12,"S","M",131,"Anglo","UWC",4,7,"coronal","labial",475.628,1403.6
"8137",10749,10749,"Female","AY",1,"hide",0.28,"HH","D",131,"Anglo","UWC",2,4,"glottal","coronal",492.096,1168.97
"8138",10750,10750,"Female","AY",1,"hide",0.28,"HH","D",131,"Anglo","UWC",4,4,"glottal","coronal",534.95,1290.248
"8139",10751,10751,"Female","IY",1,"be",0.05,"B","T",131,"Anglo","UWC",2,15,"labial","coronal",373.152,1446.817
"8140",10752,10752,"Female","IY",1,"be",0.05,"B","T",131,"Anglo","UWC",4,15,"labial","coronal",368.223,1671.726
"8141",10753,10753,"Female","AY",1,"trying",0.07,"R","NG",131,"Anglo","UWC",2,1,"coronal","dorsal",456.635,1212.337
"8142",10754,10754,"Female","AY",1,"trying",0.07,"R","NG",131,"Anglo","UWC",4,1,"coronal","dorsal",525.033,1300.716
"8143",10759,10759,"Female","EY",1,"chase",0.08,"CH","S",131,"Anglo","UWC",2,2,"coronal","coronal",424.841,1255.255
"8144",10760,10760,"Female","EY",1,"chase",0.08,"CH","S",131,"Anglo","UWC",4,2,"coronal","coronal",449.904,1443.377
"8145",10761,10761,"Female","EY",1,"safe",0.14,"S","F",131,"Anglo","UWC",2,1,"coronal","labial",442.992,1394.478
"8146",10762,10762,"Female","EY",1,"safe",0.14,"S","F",131,"Anglo","UWC",4,1,"coronal","labial",432.714,1503.493
"8147",10763,10763,"Female","EY",1,"a",0.08,"V","T",131,"Anglo","UWC",2,15,"labial","coronal",451.226,1369.355
"8148",10764,10764,"Female","EY",1,"a",0.08,"V","T",131,"Anglo","UWC",4,15,"labial","coronal",408.973,1435.601
"8149",10767,10767,"Female","EY",1,"chase",0.1,"CH","S",131,"Anglo","UWC",2,2,"coronal","coronal",505.139,1374.738
"8150",10768,10768,"Female","EY",1,"chase",0.1,"CH","S",131,"Anglo","UWC",4,2,"coronal","coronal",399.477,1362.326
"8151",10769,10769,"Female","IY",1,"people",0.05,"P","P",131,"Anglo","UWC",2,6,"labial","labial",398.275,1369.056
"8152",10770,10770,"Female","IY",1,"people",0.05,"P","P",131,"Anglo","UWC",4,6,"labial","labial",384.271,1334.811
"8153",10771,10771,"Female","IY",1,"be",0.05,"B","S",131,"Anglo","UWC",2,15,"labial","coronal",357.224,1527.27
"8154",10772,10772,"Female","IY",1,"be",0.05,"B","S",131,"Anglo","UWC",4,15,"labial","coronal",345.805,1552.542
"8155",10773,10773,"Female","IY",1,"seen",0.12,"S","N",131,"Anglo","UWC",2,1,"coronal","coronal",460.302,1441.583
"8156",10774,10774,"Female","IY",1,"seen",0.12,"S","N",131,"Anglo","UWC",4,1,"coronal","coronal",345.685,1113.341
"8157",10775,10775,"Female","AY",1,"time",0.13,"T","M",131,"Anglo","UWC",2,5,"coronal","labial",397.313,1231.927
"8158",10776,10776,"Female","AY",1,"time",0.13,"T","M",131,"Anglo","UWC",4,5,"coronal","labial",375.075,1156.11
"8159",10777,10777,"Female","EY",1,"play",0.09,"L","DH",131,"Anglo","UWC",2,5,"coronal","coronal",485.966,1387.449
"8160",10778,10778,"Female","EY",1,"play",0.09,"L","DH",131,"Anglo","UWC",4,5,"coronal","coronal",403.684,1360.831
"8161",10779,10779,"Female","AY",1,"rhymes",0.05,"R","M",131,"Anglo","UWC",2,1,"coronal","labial",352.116,1238.208
"8162",10780,10780,"Female","AY",1,"rhymes",0.05,"R","M",131,"Anglo","UWC",4,1,"coronal","labial",367.803,1133.978
"8163",10781,10781,"Female","EY",1,"say",0.16,"S","T",131,"Anglo","UWC",2,21,"coronal","coronal",491.736,1380.869
"8164",10782,10782,"Female","EY",1,"say",0.16,"S","T",131,"Anglo","UWC",4,21,"coronal","coronal",431.632,1268.116
"8165",10789,10789,"Female","UW",1,"two",0.14,"T","D",131,"Anglo","UWC",2,17,"coronal","coronal",413.241,1064.89
"8166",10790,10790,"Female","UW",1,"two",0.14,"T","D",131,"Anglo","UWC",4,17,"coronal","coronal",389.5,1079.695
"8167",10795,10795,"Female","UW",1,"two",0.08,"T","P",131,"Anglo","UWC",2,17,"coronal","labial",379.102,1285.313
"8168",10796,10796,"Female","UW",1,"two",0.08,"T","P",131,"Anglo","UWC",4,17,"coronal","labial",366.3,1101.079
"8169",10797,10797,"Female","IY",1,"people",0.06,"P","P",131,"Anglo","UWC",2,6,"labial","labial",436.02,1452.799
"8170",10798,10798,"Female","IY",1,"people",0.06,"P","P",131,"Anglo","UWC",4,6,"labial","labial",401.4,1297.426
"8171",10799,10799,"Female","EY",1,"say",0.11,"S","DH",131,"Anglo","UWC",2,21,"coronal","coronal",520.405,1359.186
"8172",10800,10800,"Female","EY",1,"say",0.11,"S","DH",131,"Anglo","UWC",4,21,"coronal","coronal",502.134,1405.843
"8173",10803,10803,"Female","EY",1,"same",0.13,"S","M",131,"Anglo","UWC",2,7,"coronal","labial",511.45,1376.383
"8174",10804,10804,"Female","EY",1,"same",0.13,"S","M",131,"Anglo","UWC",4,7,"coronal","labial",446.959,1455.341
"8175",10807,10807,"Female","UW",1,"used",0.07,"Y","Z",131,"Anglo","UWC",2,3,"coronal","coronal",304.213,1103.771
"8176",10808,10808,"Female","UW",1,"used",0.07,"Y","Z",131,"Anglo","UWC",4,3,"coronal","coronal",302.23,1109.453
"8177",10809,10809,"Female","EY",1,"play",0.11,"L","R",131,"Anglo","UWC",2,5,"coronal","coronal",554.844,1357.691
"8178",10810,10810,"Female","EY",1,"play",0.11,"L","R",131,"Anglo","UWC",4,5,"coronal","coronal",459.4,1435.751
"8179",10811,10811,"Female","EY",2,"relays",0.17,"L","Z",131,"Anglo","UWC",2,1,"coronal","coronal",476.169,1385.804
"8180",10812,10812,"Female","EY",2,"relays",0.17,"L","Z",131,"Anglo","UWC",4,1,"coronal","coronal",434.577,1442.63
"8181",10813,10813,"Female","UW",1,"two",0.11,"T","T",131,"Anglo","UWC",2,17,"coronal","coronal",379.222,1201.57
"8182",10814,10814,"Female","UW",1,"two",0.11,"T","T",131,"Anglo","UWC",4,17,"coronal","coronal",362.333,1092.405
"8183",10815,10815,"Female","IY",1,"teams",0.08,"T","M",131,"Anglo","UWC",2,1,"coronal","labial",448.762,1592.918
"8184",10816,10816,"Female","IY",1,"teams",0.08,"T","M",131,"Anglo","UWC",4,1,"coronal","labial",422.857,1630.752
"8185",10819,10819,"Female","EY",1,"game",0.11,"G","M",131,"Anglo","UWC",2,3,"dorsal","labial",502.975,1237.909
"8186",10820,10820,"Female","EY",1,"game",0.11,"G","M",131,"Anglo","UWC",4,3,"dorsal","labial",540.179,1403.151
"8187",10821,10821,"Female","AY",1,"times",0.27,"T","M",131,"Anglo","UWC",2,6,"coronal","labial",492.157,1233.871
"8188",10822,10822,"Female","AY",1,"times",0.27,"T","M",131,"Anglo","UWC",4,6,"coronal","labial",480.076,1259.592
"8189",10823,10823,"Female","AY",1,"times",0.22,"T","M",131,"Anglo","UWC",2,6,"coronal","labial",435.058,1244.638
"8190",10824,10824,"Female","AY",1,"times",0.22,"T","M",131,"Anglo","UWC",4,6,"coronal","labial",449.724,1267.518
"8191",10825,10825,"Female","AY",1,"five",0.17,"F","V",131,"Anglo","UWC",2,1,"labial","labial",483.502,1169.419
"8192",10826,10826,"Female","AY",1,"five",0.17,"F","V",131,"Anglo","UWC",4,1,"labial","labial",507.964,1276.191
"8193",10827,10827,"Female","AY",1,"times",0.18,"T","M",131,"Anglo","UWC",2,6,"coronal","labial",452.128,1250.32
"8194",10828,10828,"Female","AY",1,"times",0.18,"T","M",131,"Anglo","UWC",4,6,"coronal","labial",462.465,1279.481
"8195",10831,10831,"Female","IY",1,"be",0.13,"B","R",131,"Anglo","UWC",2,15,"labial","coronal",360.53,1587.834
"8196",10832,10832,"Female","IY",1,"be",0.13,"B","R",131,"Anglo","UWC",4,15,"labial","coronal",335.828,1530.859
"8197",10833,10833,"Female","IY",1,"really",0.05,"R","L",131,"Anglo","UWC",2,17,"coronal","coronal",344.783,1472.089
"8198",10834,10834,"Female","IY",1,"really",0.05,"R","L",131,"Anglo","UWC",4,17,"coronal","coronal",359.568,1526.522
"8199",10837,10837,"Female","UW",1,"use",0.06,"Y","Z",131,"Anglo","UWC",2,2,"coronal","coronal",311.185,1076.853
"8200",10838,10838,"Female","UW",1,"use",0.06,"Y","Z",131,"Anglo","UWC",4,2,"coronal","coronal",343.401,1075.956
"8201",10841,10841,"Female","EY",1,"grade",0.07,"R","D",131,"Anglo","UWC",2,7,"coronal","coronal",456.696,1461.023
"8202",10842,10842,"Female","EY",1,"grade",0.07,"R","D",131,"Anglo","UWC",4,7,"coronal","coronal",361.071,1207.552
"8203",10843,10843,"Female","UW",1,"rooms",0.22,"R","M",131,"Anglo","UWC",2,7,"coronal","labial",358.306,1102.574
"8204",10844,10844,"Female","UW",1,"rooms",0.22,"R","M",131,"Anglo","UWC",4,7,"coronal","labial",349.351,1083.583
